Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),WindSpeed (m/s),Cadaence(revs/s),Elevation(meters),Hill slope(%),Temperature(C),Cluster
0,19747,115,16.764,16.898,0,405.38,-11.43,18.889,B
0,19763,115,17.077,19.357,0,405.38,-11.96,18.889,B
0,19779,115,16.809,17.524,0,399.59,-12.38,18.889,B
0,19795,115,16.719,19.133,0,399.59,-11.79,18.889,B
0,19811,115,16.451,18.552,0,399.59,-10.6,18.889,B
0,19827,115,16.138,16.585,0,399.59,-8.71,18.889,B
0,19843,114,15.87,16.764,0,394.11,-7.13,19.444,B
0,19859,114,15.557,17.032,0,394.11,-6.15,19.444,B
0,19875,114,15.289,15.736,0,394.11,-5.46,19.444,B
0,19891,113,14.976,17.077,0,394.11,-5.27,19.444,B
0,19891,114,14.663,17.166,0,389.53,-5.67,19.444,B
0,19908,114,14.484,18.552,0,389.53,-6.28,19.444,B
0,19924,114,14.439,17.971,0,389.53,-7.28,19.444,B
0,19940,114,14.35,15.423,0,389.53,-7.69,19.444,B
0,19956,114,14.35,15.825,0,384.35,-7.89,19.444,B
0,19972,114,14.35,13.769,0,384.35,-7.19,19.444,B
0,19988,115,14.261,16.317,0,384.35,-5.89,19.444,B
0,20004,114,13.59,16.54,0,384.35,-4.59,19.444,B
0,20004,114,12.919,14.439,0,379.78,-3.79,19.444,B
27.13,20020,114,12.919,15.691,0.35,379.78,-3.79,19.444,H
84.35,20036,114,13.098,17.39,1.5,379.78,-4.79,19.444,H
121.97,20052,114,13.366,16.898,1.5667,379.78,-6.78,19.444,I
191.04,20068,115,13.814,16.675,1.6167,374.9,-8.78,19.444,I
265.35,20085,115,14.216,16.317,1.65,374.9,-10.07,19.444,I
302.05,20101,115,14.529,17.077,1.5667,374.9,-10.57,19.444,I
313.14,20101,116,14.663,16.719,1.5833,374.9,-10.26,19.444,I
303.07,20117,117,14.708,17.971,1.5833,370.64,-9.36,19.444,I
303.03,20133,117,14.573,16.004,1.5667,370.64,-8.55,19.444,I
374.26,20149,118,14.573,16.138,1.5667,370.64,-7.45,19.444,I
400.72,20165,118,14.573,16.719,1.5833,370.64,-6.95,19.444,I
377.81,20181,118,14.529,15.691,1.5667,366.98,-6.14,19.444,I
406.5,20197,119,14.484,16.764,1.5667,366.98,-5.83,19.444,I
424.48,20213,119,14.395,15.11,1.55,366.98,-5.53,19.444,I
425.07,20229,120,14.395,13.814,1.55,366.98,-5.42,19.444,I
456.48,20245,121,14.439,14.484,1.55,363.63,-5.01,19.444,I
438.03,20245,121,14.395,14.439,1.55,363.63,-4.5,19.444,I
413.55,20262,122,14.261,13.724,1.5833,363.63,-3.89,19.444,I
403.81,20278,122,13.992,13.635,1.6333,363.63,-2.78,19.444,I
394.18,20294,122,13.724,13.366,1.6,361.49,-2.27,19.444,I
401.19,20310,123,13.545,12.964,1.5833,361.49,-1.26,19.444,I
344.05,20326,123,13.322,15.378,1.55,361.49,-1.25,19.444,I
308.58,20342,124,13.054,15.736,1.5333,361.49,-1.44,19.444,I
356.71,20342,125,12.875,13.366,1.5,359.66,-1.52,19.444,I
393.31,20358,125,12.83,15.378,1.5,359.66,-2.61,19.444,I
423.12,20374,126,12.741,15.155,1.4833,359.66,-2.39,19.444,I
436.96,20390,126,12.651,15.602,1.4833,359.66,-2.38,19.444,I
482.99,20390,127,12.517,15.691,1.4667,359.66,-2.16,19.444,I
488.19,20406,127,12.338,15.825,1.45,359.66,-1.45,19.444,I
472.71,20423,128,12.07,15.333,1.4833,359.66,-1.43,19.444,I
475,20439,128,11.847,15.378,1.4833,359.66,-1.31,19.444,I
464.08,20439,129,11.668,14.708,1.4667,359.66,-1.7,19.444,I
485.97,20455,129,11.668,13.992,1.4667,359.66,-1.99,19.444,I
473.52,20471,131,11.623,13.501,1.4667,359.66,-2.27,19.444,I
430.07,20487,131,11.578,14.395,1.4667,359.66,-2.65,19.444,I
422.31,20487,131,11.623,15.915,1.4667,359.36,-2.84,19.444,I
422.1,20503,132,11.489,14.082,1.45,359.36,-2.82,19.444,I
486.58,20519,132,11.578,13.59,1.4667,359.36,-2.91,19.444,I
515.55,20535,133,11.802,14.618,1.4833,359.36,-3,19.444,I
572.93,20535,133,11.802,13.501,1.4833,357.53,-2.19,19.444,I
544.08,20551,133,11.891,13.456,1.5,357.53,-2.27,19.444,I
480.46,20567,133,11.891,13.054,1.5,357.53,-2.35,19.444,I
413.97,20567,134,11.936,13.545,1.5,357.53,-2.75,19.444,I
369.3,20583,135,11.936,13.143,1.5,355.7,-3.33,19.444,I
304.78,20600,134,11.847,13.456,1.4167,355.7,-3.72,19.444,I
268.47,20616,135,11.802,12.875,1.3833,355.7,-4.1,19.444,H
221.19,20616,135,11.981,12.919,1.4,355.7,-4.79,19.444,H
181.72,20632,136,12.249,13.411,1.4333,352.96,-6.27,19.444,H
179.24,20648,136,12.606,13.143,1.4833,352.96,-7.37,19.444,H
161.57,20664,136,12.919,13.411,1.15,352.96,-8.06,19.444,H
146,20680,136,13.143,12.964,0.83333,352.96,-8.55,19.444,H
176.14,20680,137,13.411,13.635,1.45,350.82,-8.05,19.444,H
215.33,20696,137,13.635,12.875,1.4667,350.82,-7.64,19.444,H
234.61,20712,137,13.769,12.562,1.55,350.82,-6.94,19.444,H
272.04,20728,137,13.769,12.83,1.6,350.82,-5.33,19.444,H
234.74,20744,136,13.59,13.277,1.5833,348.08,-4.23,19.444,H
210.57,20760,136,13.322,12.338,1.55,348.08,-3.12,19.444,H
245.31,20760,136,13.098,12.696,1.5333,348.08,-2.22,19.444,H
253.12,20777,136,12.83,13.188,1.5,348.08,-1.51,19.444,H
264,20793,136,12.517,13.411,1.4667,345.95,-0.91,19.444,H
252.95,20809,136,12.159,13.188,1.4167,345.95,-0.2,19.444,H
255.76,20825,135,11.891,12.651,1.4833,345.95,-0.1,19.444,H
261.46,20825,135,11.712,12.651,1.4833,345.95,-0.39,19.444,H
282.09,20841,135,11.578,12.115,1.4667,344.42,-0.79,19.444,I
304.53,20857,135,11.578,12.025,1.45,344.42,-1.38,19.444,I
316.98,20857,135,11.578,12.159,1.4667,344.42,-1.58,19.444,I
326.36,20873,135,11.623,11.981,1.4667,344.42,-2.07,19.444,I
384.47,20889,135,11.891,11.891,1.4833,343.51,-2.47,19.444,I
397.67,20905,136,12.07,12.383,1.5167,343.51,-2.76,19.444,I
375.93,20905,136,12.159,12.472,1.5333,343.51,-3.16,19.444,I
329.28,20921,136,12.204,12.741,1.5333,343.51,-3.06,19.444,I
264.07,20938,137,12.115,13.188,1.5333,341.99,-3.15,19.444,H
247.38,20954,137,12.025,11.847,1.5167,341.99,-3.04,19.444,H
276.51,20954,137,12.025,11.936,1.5167,341.99,-2.94,19.444,H
263.61,20970,137,11.981,12.606,1.5,341.99,-2.64,19.444,H
259.14,20986,138,11.847,13.679,1.4833,341.68,-2.24,19.444,H
262.34,21002,138,11.623,13.232,1.4667,341.68,-1.74,19.444,H
290.04,21002,139,11.444,13.277,1.4333,341.68,-1.24,19.444,H
313.11,21018,139,11.221,12.159,1.4167,341.68,-0.65,19.444,I
326.06,21034,139,11.042,13.322,1.3833,340.46,-0.35,19.444,I
287.66,21034,140,10.774,14.305,1.35,340.46,-0.35,19.444,H
275.57,21050,140,10.55,14.35,1.3333,340.46,-0.85,19.444,H
261.32,21066,140,10.416,13.366,1.3167,340.46,-1.45,19.444,H
256.91,21066,140,10.371,13.679,1.3,338.63,-2.66,19.444,H
205.12,21082,140,10.461,14.618,1.3167,338.63,-4.07,19.444,H
181.1,21098,141,10.64,14.708,1.35,338.63,-5.57,19.444,H
178.03,21098,141,11.042,14.931,1.3167,338.63,-7.38,19.444,H
167.96,21115,141,11.355,14.618,1.3333,335.58,-8.78,19.444,H
150.7,21131,141,11.712,15.333,1.3,335.58,-9.99,19.444,H
127.28,21131,141,12.07,15.423,1.2667,335.58,-10.71,19.444,H
133.57,21147,140,12.517,15.468,1,335.58,-11.42,19.444,H
0,21163,141,12.919,15.11,0.21667,331.62,-11.83,19.444,B
0,21179,141,13.322,15.11,0,331.62,-12.05,19.444,B
0,21195,141,13.679,15.87,0,331.62,-12.06,19.444,B
0,21211,141,13.948,15.691,0,331.62,-11.48,19.444,B
0,21211,140,14.171,15.736,0,327.05,-11.2,19.444,B
0,21227,140,14.439,15.825,0,327.05,-11.01,19.444,B
0,21243,139,14.305,15.065,0,327.05,-10.93,19.444,B
0,21259,139,14.126,14.484,0,327.05,-11.46,19.444,B
0,21275,138,14.261,15.065,0,320.95,-11.48,19.444,B
0,21292,138,14.484,15.289,0,320.95,-11.1,19.444,B
0,21308,137,14.663,14.931,0,320.95,-10.71,19.444,B
0,21324,136,14.842,14.976,0,320.95,-9.44,19.444,B
0,21340,136,14.842,13.769,0,316.38,-8.66,19.444,B
0,21356,135,14.886,15.289,0,316.38,-8.07,19.444,B
0,21372,135,14.886,14.305,0,316.38,-7.29,19.444,B
0,21372,134,14.797,14.529,0,316.38,-6.61,19.444,B
0,21388,133,14.573,12.919,0,312.12,-6.04,19.444,B
0,21404,132,14.395,12.562,0,312.12,-5.05,19.444,B
0,21420,131,14.037,12.338,0,312.12,-3.97,19.444,B
0,21436,130,13.814,11.489,0,312.12,-3.39,19.444,B
0,21453,130,13.501,13.188,0.2,308.15,-2.22,19.444,B
50.32,21469,129,13.232,13.009,1.0833,308.15,-1.83,19.444,H
62.31,21469,129,13.054,15.333,1.4,308.15,-2.14,19.444,H
97.82,21485,128,12.875,14.216,1.3833,308.15,-2.75,19.444,H
105.89,21501,129,12.785,13.858,1.3833,304.8,-3.75,19.444,H
118.11,21517,128,12.83,14.261,1.3833,304.8,-4.95,19.444,H
118.97,21533,128,13.009,15.065,1.2333,304.8,-6.44,19.444,H
0,21533,128,13.277,14.439,0.48333,304.8,-7.53,19.444,B
46.74,21549,127,13.456,13.858,0.23333,301.14,-8.12,19.444,H
89.28,21565,127,13.501,14.126,0.98333,301.14,-7.81,19.444,H
107.7,21581,126,13.456,13.188,1.1,301.14,-7.2,19.444,H
84.46,21597,126,13.545,14.797,0.96667,301.14,-6.89,19.444,H
0,21613,126,13.59,16.451,0.5,297.79,-7.27,19.444,B
0,21630,126,13.635,15.333,0,297.79,-8.16,19.444,B
41.61,21630,125,13.903,13.814,0.4,297.79,-8.85,19.444,H
74.79,21646,125,14.171,15.199,1.0667,297.79,-9.33,19.444,H
84.78,21662,124,14.305,15.557,1.1333,293.52,-9.32,19.444,H
79.07,21678,124,14.35,15.736,1.8333,293.52,-9.2,19.444,H
35.07,21694,124,14.171,15.378,1.0667,293.52,-8.59,19.444,H
64.85,21710,123,13.948,14.529,0.56667,293.52,-7.98,19.444,H
105.2,21726,123,13.948,15.289,0.95,290.17,-7.37,19.444,H
53.28,21742,123,13.635,14.797,1.1167,290.17,-6.96,19.444,H
0,21742,122,12.517,12.651,0.83333,290.17,-6.54,19.444,B
0,21758,122,11.578,11.355,0.13333,290.17,-6.03,19.444,B
0,21774,121,10.55,10.997,0,287.12,-5.63,19.444,B
0,21774,121,9.5666,10.55,0,287.12,-5.52,19.444,B
0,21790,120,8.449,9.4325,0,287.12,-5.51,19.444,B
0,21790,119,7.3761,8.1808,0,287.12,-6.01,19.444,B
0,21807,119,6.7056,6.4821,0,285.29,-6.4,19.444,B
0,21807,118,6.348,3.2187,1.2833,285.29,-5.69,19.444,F
36.89,21807,118,5.6774,1.4752,1.2833,285.29,-4.59,19.444,F
94.8,21823,118,5.0515,2.3246,1.1667,285.29,-2.59,19.444,F
143.98,21823,118,4.2916,2.0117,1.05,285.6,-0.59,19.444,F
155.78,21823,119,3.6657,0,0.98333,285.6,1.32,19.444,F
199.33,21823,119,3.1293,0,0.9,285.6,3.32,19.444,F
245.54,21839,120,3.0846,0,0.9,285.6,5.32,19.444,F
272.24,21839,120,3.2187,0,0.93333,286.21,7.32,19.444,F
292.45,21839,121,3.174,0,0.93333,286.21,9.32,19.444,F
314.58,21839,122,3.174,1.3411,0.91667,286.21,11.23,19.444,F
329.79,21839,123,3.1293,0,0.91667,286.21,13.13,19.444,F
331.78,21855,124,3.174,1.6093,0.91667,286.82,13.93,19.444,F
335.83,21855,124,3.174,0,0.91667,286.82,14.43,19.444,F
347.13,21855,125,3.0846,1.3411,0.91667,286.82,15.04,19.444,F
357.05,21855,126,3.1293,1.4752,0.91667,286.82,14.84,20,F
345.13,21855,127,3.1293,1.5199,0.91667,288.34,14.84,20,F
330.38,21871,128,3.0399,0,0.91667,288.34,14.44,20,F
329.06,21871,128,3.174,0,0.91667,288.34,13.35,20,F
318.92,21871,130,3.2187,0,0.93333,288.34,12.65,20,F
306.11,21871,130,3.174,0,0.95,290.17,12.15,20,F
307.04,21871,131,3.2187,0,0.93333,290.17,12.05,20,F
311.21,21887,132,3.174,0,0.91667,290.17,12.55,20,F
295.47,21887,132,3.0846,0,0.91667,290.17,12.56,20,F
294.33,21887,133,3.174,0,0.93333,291.69,12.16,20,F
293.37,21887,133,3.174,0,0.93333,291.69,12.16,20,F
282.46,21887,134,3.1293,1.4305,0.91667,291.69,11.36,20,F
280.38,21903,134,3.174,0,0.93333,291.69,10.96,20,F
272.36,21903,135,3.2187,1.3858,0.93333,293.22,10.97,20,F
265.48,21903,135,3.174,1.8776,0.93333,293.22,10.27,20,F
269.41,21903,134,3.2187,2.3693,0.93333,293.22,10.37,20,F
266.63,21903,135,3.1293,2.1458,0.91667,293.22,10.77,20,F
257.82,21919,135,3.0846,1.8329,0.91667,295.35,10.67,20,F
273.75,21919,135,3.1293,2.3246,0.91667,295.35,11.27,20,F
285,21919,135,3.0399,2.5481,0.9,295.35,11.98,20,F
294,21919,135,3.0399,2.9952,0.88333,295.35,12.18,20,F
299.09,21919,136,3.0399,2.5034,0.88333,298.09,12.88,20,F
308.23,21919,136,2.9952,2.861,0.88333,298.09,13.58,20,F
317.14,21935,136,3.0399,2.9952,0.9,298.09,13.38,20,F
331.06,21935,136,3.0846,2.3246,0.9,298.09,13.78,20,F
341.19,21935,137,3.0399,1.8329,0.9,299.62,14.58,20,F
341.36,21935,137,2.9952,2.0117,0.9,299.62,14.48,20,F
342.18,21935,137,3.0846,1.5646,0.9,299.62,14.78,20,F
345.31,21951,138,3.0399,1.8329,0.88333,299.62,15.09,20,F
369.33,21951,138,3.0399,0,0.9,300.84,15.29,20,F
366.32,21951,139,3.0846,0,0.88333,300.84,15.59,20,F
371.44,21951,139,3.0399,1.6093,0.88333,300.84,16.19,20,F
378.46,21951,139,3.0399,1.3411,0.9,300.84,16.29,20,F
394.3,21967,140,3.1293,0,0.9,301.75,16.29,20,F
390.54,21967,140,3.0399,0,0.9,301.75,16.99,20,F
385.73,21967,140,2.9952,2.1011,0.88333,301.75,16.9,20,F
376.7,21967,141,3.0399,1.5646,0.88333,301.75,16.6,20,F
381.83,21967,141,2.9952,2.5034,0.86667,302.67,16.5,20,F
361.9,21967,142,2.9952,2.8163,0.88333,302.67,15.81,20,F
354.82,21984,143,3.0846,4.1575,0.88333,302.67,15.31,20,F
356.05,21984,143,2.9952,4.0233,0.88333,302.67,15.32,20,F
365.19,21984,144,2.9505,4.9174,0.88333,304.5,15.22,20,F
379.03,21984,145,3.0399,5.2304,0.86667,304.5,15.72,20,F
381.37,21984,146,2.9058,4.1575,0.86667,304.5,16.62,20,F
375.32,22000,146,2.9952,4.5151,0.86667,304.5,16.73,20,F
376.31,22000,147,2.9952,4.7386,0.86667,306.02,16.53,20,F
381.37,22000,148,2.9952,4.1575,0.86667,306.02,16.43,20,F
373.4,22000,148,2.9952,4.3363,0.88333,306.02,15.73,20,F
354.37,22000,149,3.0399,4.4257,0.88333,306.02,15.04,20,F
338.5,22016,149,2.9952,4.1575,0.88333,307.85,14.44,20,F
330.56,22016,150,2.9505,3.8892,0.88333,307.85,13.64,20,F
330.27,22016,150,3.1293,2.9505,0.9,307.85,12.84,20,F
318.41,22016,150,3.0846,2.7269,0.9,307.85,12.84,20,F
301.56,22016,151,3.0399,3.5763,0.9,309.68,12.25,20,F
291.52,22016,151,3.0846,2.9505,0.9,309.68,11.65,20,F
304.53,22032,151,3.0846,2.9952,0.9,309.68,11.85,20,F
311.59,22032,152,3.0846,2.9058,0.91667,309.68,11.95,20,F
313.6,22032,152,3.1293,2.0117,0.9,311.2,12.26,20,F
339.76,22032,152,3.0846,1.8776,0.91667,311.2,13.26,20,F
348.91,22032,152,3.0399,0,0.9,311.2,14.06,20,F
359.93,22048,153,3.0399,1.3411,0.88333,311.2,14.86,20,F
363.02,22048,153,3.0399,0,0.88333,312.72,15.87,20,F
355.24,22048,154,2.9505,1.6987,0.88333,312.72,16.07,20,F
335.22,22048,153,2.9952,2.0564,0.86667,312.72,15.47,20,F
326.36,22048,154,2.9058,2.3246,0.85,312.72,15.17,20,F
316.4,22064,154,2.9058,0,0.86667,314.55,14.17,20,F
314.18,22064,154,3.0846,2.2352,0.91667,314.55,13.18,20,F
316.25,22064,154,3.0846,2.0564,0.91667,314.55,13.08,20,F
313.31,22064,155,3.0399,2.2352,0.9,314.55,12.58,20.556,F
321.31,22064,154,3.0846,2.1458,0.88333,315.77,12.69,20.556,F
329.4,22080,155,3.0399,2.3246,0.9,315.77,13.59,20.556,F
336.56,22080,155,3.0399,2.414,0.9,315.77,13.99,20.556,F
353.51,22080,155,3.0846,2.8163,0.9,315.77,14.69,20.556,F
382.73,22080,156,2.9952,3.1293,0.88333,317.3,15.8,20.556,F
387.73,22080,156,2.9952,3.6657,0.88333,317.3,16,20.556,F
384.68,22080,156,3.0846,3.6657,0.88333,317.3,16.2,20.556,F
365.88,22096,157,2.9952,2.2799,0.9,317.3,15.9,20.556,F
349.81,22096,157,3.0846,0,0.9,318.82,14.51,20.556,F
339.67,22096,157,3.174,0,0.91667,318.82,13.71,20.556,F
330.72,22096,157,3.1293,0,0.9,318.82,13.31,20.556,F
325,22096,157,3.0399,1.3858,0.9,318.82,13.21,20.556,F
312.94,22112,157,3.0846,0,0.9,320.65,13.21,20.556,F
296.01,22112,157,3.0846,0,0.91667,320.65,12.82,20.556,F
284,22112,157,3.0846,0,0.91667,320.65,12.02,20.556,F
287.93,22112,157,3.1293,0,0.91667,320.65,11.42,20.556,F
284.09,22112,158,3.1293,0,0.91667,322.48,11.42,20.556,F
289.15,22128,158,3.0846,0,0.91667,322.48,11.62,20.556,F
279.17,22128,158,3.1293,0,0.91667,322.48,11.73,20.556,F
278.17,22128,158,3.1293,0,0.91667,322.48,11.53,20.556,F
299.25,22128,158,3.1293,0,0.91667,324.31,11.83,20.556,F
301.38,22128,158,3.0846,0,0.88333,324.31,12.23,20.556,F
299.55,22145,158,2.9505,0,0.88333,324.31,13.03,20.556,F
297.5,22145,159,2.9952,0,0.88333,324.31,13.33,20.556,F
317.53,22145,158,3.0399,0,0.88333,325.83,13.64,20.556,F
314.61,22145,158,3.0399,0,0.88333,325.83,13.74,20.556,F
304.6,22145,159,3.0399,0,0.88333,325.83,13.24,20.556,F
304.55,22145,159,3.0846,1.6987,0.88333,325.83,13.44,20.556,F
296.72,22161,159,2.9952,1.5646,0.9,327.36,13.05,20.556,F
300.64,22161,159,3.1293,1.5199,0.91667,327.36,12.25,20.556,F
295.59,22161,159,3.174,2.0117,0.93333,327.36,12.15,20.556,F
288.72,22161,159,3.1293,0,0.91667,327.36,11.95,20.556,F
281.78,22161,159,3.1293,0,0.91667,328.57,11.46,20.556,F
283.74,22177,159,3.174,1.3411,0.91667,328.57,11.46,20.556,F
271.78,22177,159,3.1293,1.7435,0.93333,328.57,11.16,20.556,F
275.84,22177,159,3.2187,0,0.93333,328.57,10.66,20.556,F
293.81,22177,159,3.2634,0,0.95,330.4,11.06,20.556,F
299.94,22177,159,3.1293,0,0.93333,330.4,11.56,20.556,F
292.06,22193,159,3.174,0,0.91667,330.4,11.77,20.556,F
288.15,22193,159,3.0846,0,0.9,330.4,12.47,20.556,F
268.15,22193,159,3.0846,0,0.9,331.93,12.07,20.556,F
261.2,22193,159,3.0846,0,0.9,331.93,11.07,20.556,F
268.26,22193,158,3.1293,0,0.9,331.93,11.18,20.556,F
265.44,22209,159,2.9952,1.3411,0.9,331.93,10.98,20.556,F
258.4,22209,159,3.0399,1.5646,0.88333,333.15,10.88,20.556,F
261.5,22209,159,2.9952,1.9223,0.88333,333.15,11.58,20.556,F
265.64,22209,158,2.9505,2.6375,0.86667,333.15,11.69,20.556,F
267.62,22209,159,3.0399,2.6375,0.9,333.15,11.29,20.556,F
270.52,22225,159,3.174,2.414,0.91667,334.06,11.59,21.111,F
263.69,22225,159,3.174,3.174,0.93333,334.06,11,21.111,F
267.69,22225,159,3.2634,3.5316,0.95,334.06,10.3,21.111,F
295.73,22225,159,3.3081,3.2634,0.98333,334.06,10.7,21.111,F
231.73,22225,159,3.621,2.4587,1.0167,334.67,10.11,21.111,F
208,22241,159,3.3081,2.2799,0.98333,334.67,9.92,21.111,F
187.18,22241,158,3.1293,2.6822,0.91667,334.67,9.32,21.111,F
169.33,22241,158,2.9952,3.1293,0.88333,334.67,8.12,21.111,F
156.58,22241,158,2.861,1.7882,0.83333,334.98,7.33,21.111,F
146.63,22241,158,2.7716,2.1458,0.81667,334.98,6.53,21.111,F
129.7,22241,158,2.7716,2.2799,0.81667,334.98,5.83,21.111,F
110.77,22257,158,2.7716,2.4587,0.81667,334.98,4.94,21.111,F
113.97,22257,157,2.7269,2.2352,0.83333,335.58,4.55,21.111,F
121.94,22257,157,2.9952,2.3246,0.85,335.58,3.75,21.111,F
105.9,22257,157,3.3528,2.5928,0.98333,335.58,2.85,21.111,F
93.11,22257,156,3.4422,1.4752,1.0167,335.58,2.36,21.111,F
90.18,22273,156,3.5316,0,1.0333,335.89,1.57,21.111,F
88.25,22273,156,3.5763,1.6093,1.05,335.89,1.47,21.111,F
81.43,22273,155,3.5763,1.8776,1.05,335.89,1.78,21.111,F
71.67,22273,155,3.621,2.414,1.0667,335.89,1.89,21.111,F
65.76,22289,155,3.621,3.4422,1.0667,335.89,1.79,21.111,F
59.84,22289,154,3.7104,3.0846,1.1,335.89,0.99,21.111,F
39.1,22289,154,3.7998,2.6375,1.1167,335.89,0.4,21.111,F
39.18,22289,154,3.7551,2.5928,1.1,335.89,0.41,21.111,F
0.36,22289,153,3.8892,3.0846,1.1333,335.58,-0.19,21.111,F
0.64,22305,153,3.9339,3.5763,1.15,335.58,-0.28,21.111,F
14.73,22305,153,3.9786,2.6822,1.1667,335.58,-0.17,21.111,F
26.82,22305,152,3.9786,2.1011,1.1667,335.58,-0.17,21.111,F
29.19,22305,152,4.0233,2.9058,1.1833,336.5,0.04,21.111,F
33.28,22322,152,4.0681,3.4869,1.2,336.5,0.14,21.111,F
1.38,22322,152,4.1128,3.2187,1.2,336.5,0.15,21.111,F
1.72,22322,151,4.0681,3.7551,1.2,336.5,-0.14,21.111,F
1.8,22322,151,4.0681,4.2916,1.0167,336.8,-0.24,21.111,F
1.81,22338,151,3.9339,3.8892,0.3,336.8,-0.14,21.111,F
0,22338,150,3.7551,3.7104,0,336.8,-0.02,21.111,F
0,22338,150,3.5763,3.8445,0,336.8,0.18,21.111,F
18.01,22338,149,3.4422,4.6045,0.76667,336.8,0.48,21.111,F
39.3,22354,149,3.5316,4.5151,1.05,336.8,0.49,21.111,F
48.48,22354,149,3.7104,4.381,1.1,336.8,0.19,21.111,F
2.65,22354,148,3.8445,4.2022,1.1,336.8,-0.41,21.111,F
2.73,22354,147,3.7551,3.9339,0.88333,336.8,-0.4,21.111,F
2.8,22370,147,3.5316,3.9339,0.58333,336.8,-0.69,21.111,F
0,22370,146,3.3081,3.174,0,336.8,-1.19,21.111,F
0,22370,145,2.7269,2.9952,0,336.8,-0.99,21.111,F
0,22370,144,2.414,2.1011,0,336.8,-1.78,21.111,F
0,22370,144,2.0117,2.4587,0,336.8,-2.38,21.111,F
0,22370,143,1.6987,2.6375,0,336.8,-2.07,21.111,F
0,22370,142,1.654,1.8776,0,336.8,-2.77,21.111,F
0,22386,142,1.967,2.1458,0,337.72,-2.77,21.111,F
61.54,22386,141,2.6822,4.0233,0.76667,337.72,-3.07,21.111,F
93.78,22386,141,3.7551,4.6939,1.1,337.72,-3.46,21.111,F
90.27,22386,141,4.1128,4.828,1.2167,337.72,-2.96,21.111,F
77.58,22386,140,4.3363,5.2304,1.25,336.8,-2.65,21.111,F
73.93,22402,140,4.381,5.3645,1.3,336.8,-1.34,21.111,F
72.04,22402,139,4.4257,5.1409,1.3667,336.8,-0.74,21.111,F
64.59,22402,139,4.7833,5.1857,1.3833,336.8,-1.14,21.111,F
55.05,22418,138,4.9621,5.0515,1.2667,336.8,-1.23,21.111,F
57.3,22418,138,5.0515,5.3645,1.2,336.8,-1.63,21.111,F
63.67,22418,136,5.2304,5.588,1.2167,336.8,-1.62,21.111,F
71.09,22434,136,5.3645,6.0797,1.25,336.8,-1.22,21.111,F
78.43,22434,135,5.4986,5.8115,1.2833,336.8,-0.81,21.111,F
75.87,22434,135,5.588,6.6162,1.3,336.8,-0.91,21.111,F
70.1,22450,134,5.6327,7.1079,1.3167,336.8,-1,21.111,F
62.39,22450,134,5.7221,6.8844,1.3333,336.8,-1.3,21.111,F
43.7,22450,133,5.7221,6.7056,1.3333,336.8,-1.59,21.111,F
46.08,22466,132,5.8562,7.0185,1.3667,336.8,-1.89,21.111,F
55.66,22466,132,6.035,6.4821,1.4,336.8,-2.28,21.111,F
10.05,22466,131,6.1691,6.9738,1.2667,336.8,-2.58,21.111,F
10.56,22482,131,6.3032,6.9291,1,336.5,-2.97,21.111,F
10.97,22482,131,6.3927,7.5103,0.5,336.5,-3.26,21.111,F
0,22499,130,6.4374,9.6113,0,336.5,-3.56,21.111,B
0,22499,129,6.5715,8.4043,0,336.5,-4.15,21.111,B
0,22499,129,6.9738,7.8232,0,335.28,-4.85,21.111,B
0,22515,128,7.5103,7.9573,0,335.28,-6.04,21.667,B
0,22515,128,8.2255,8.6279,0,335.28,-7.64,21.667,B
16.99,22531,128,8.8961,9.7454,0.8,335.28,-8.73,21.667,F
33.54,22547,127,9.5666,12.07,0.8,333.15,-9.93,21.667,F
20.01,22547,127,10.103,12.338,0.13333,333.15,-10.62,21.667,F
0,22563,127,10.461,12.338,0,333.15,-11.02,21.667,B
0,22579,126,10.952,12.875,0,333.15,-11.61,21.667,B
0,22579,125,11.265,13.903,0,330.1,-11.61,21.667,B
0,22595,123,11.221,15.021,0,330.1,-11.8,21.667,B
0,22611,123,11.087,15.646,0,330.1,-11.5,21.667,B
0,22611,122,10.952,15.155,0,330.1,-11.29,21.667,B
0,22627,120,10.908,13.858,0,325.53,-11.18,21.667,B
0,22643,119,10.908,13.769,0,325.53,-10.77,21.667,B
0,22643,118,11.042,14.618,0,325.53,-10.86,21.667,B
0,22660,118,11.221,13.143,0,325.53,-11.46,21.667,B
28.75,22676,117,11.489,15.333,0.71667,320.65,-12.15,21.667,F
29.48,22676,117,11.668,16.138,0.91667,320.65,-12.74,21.667,F
30.05,22692,117,11.534,16.809,0.21667,320.65,-12.33,21.667,F
0,22708,116,11.668,16.496,0,320.65,-11.93,21.667,B
0,22724,116,11.936,15.155,0,313.94,-11.62,21.667,B
0,22724,116,11.981,12.651,0,313.94,-11.41,21.667,B
0,22740,115,12.07,11.802,0,313.94,-12.5,21.667,B
0,22756,115,12.294,13.411,0,313.94,-13.59,21.667,B
0,22772,115,12.517,14.842,0,307.24,-13.97,21.667,B
0,22772,115,12.517,14.037,0,307.24,-13.95,21.667,B
0,22788,114,12.651,14.797,0,307.24,-13.15,21.667,B
0,22804,114,13.143,16.317,0,307.24,-12.25,21.667,B
0,22820,114,13.545,16.809,0,300.84,-11.85,21.667,B
0,22837,113,13.456,17.077,0,300.84,-11.45,21.667,B
